Date,PX_OPEN,ChangeO,% ChangeO,PX_LAST,ChangeL,% ChangeL,PX_LOW,PX_HIGH,PX_MID,PX_VOLUME,TURNOVER,Market Cap,BEst_PE_RATIO,PE_RATIO,BEst_EPS,PX_TO_BOOK_RATIO,EBIT,ROE,ROA,EARN_YLD_HIST,PUT_CALL_VOLUME_RATIO_CUR_DAY,SHORT_INT_RATIO,BETA_ADJ_OVERRIDABLE,BETA_RAW_OVERRIDABLE
1/12/24,16.68,-0.13,-0.773349197,16.76,0.08,0.479616307,16.62,17.06,16.765,33952550,569663000,36469.5818,47.886,180.6969,#N/A N/A,10.6096,39.983,5.2832,5.2564,0.5534,0.3569,2.392,1.7734,2.1601
1/11/24,16.81,0.31,1.878787879,16.68,-0.11,-0.655151876,16.17,16.93,16.675,39552365,654485200,36295.5027,47.657,179.8344,#N/A N/A,10.5589,39.983,5.2832,5.2564,0.5561,0.3579,#N/A N/A,1.7729,2.1594
1/10/24,16.5,-0.01,-0.060569352,16.79,0.4,2.440512508,16.4,17.0299,16.785,41254398,692826200,36534.8615,47.971,181.0204,#N/A N/A,10.6285,39.983,5.2832,5.2564,0.5524,0.3333,#N/A N/A,1.7731,2.1597
1/9/24,16.51,0.29,1.787916153,16.39,-0.28,-1.679664067,16.28,16.63,16.395,35794473,589478000,35664.4658,46.829,176.7078,#N/A N/A,10.3753,39.983,5.2832,5.2564,0.5659,0.5012,#N/A N/A,1.7726,2.1589
1/8/24,16.22,0.52,3.312101911,16.67,0.69,4.317897372,16.14,16.89,16.685,49089953,816564400,36273.7428,47.629,179.7266,#N/A N/A,10.5526,39.983,5.2832,5.2564,0.5564,0.3109,#N/A N/A,1.7724,2.1586
1/5/24,15.7,-0.35,-2.180685358,15.98,-0.27,-1.661538462,15.664,16.1279,15.985,57700013,920228400,34772.3101,45.657,172.2874,0.082,10.1158,39.983,5.2832,5.2564,0.5804,0.8692,#N/A N/A,1.7711,2.1567
1/4/24,16.05,-0.07,-0.434243176,16.25,0.16,0.994406464,15.95,16.58,16.255,39937698,652574000,35359.8272,45.775,175.1984,#N/A N/A,10.2867,39.983,5.2832,5.2564,0.5708,0.525,#N/A N/A,1.7758,2.1638
1/3/24,16.12,-0.83,-4.896755162,16.09,-0.49,-2.955367913,16.01,16.38,16.095,46865204,757001100,35011.6689,45.324,173.4733,#N/A N/A,10.1854,39.983,5.2832,5.2564,0.5765,0.6481,#N/A N/A,1.7764,2.1647
1/2/24,16.95,-0.57,-3.253424658,16.58,-0.59,-3.436225976,16.5,16.95,16.585,41626684,695322800,36077.9037,46.704,178.7563,#N/A N/A,10.4956,39.983,5.2832,5.2564,0.5594,0.7335,#N/A N/A,1.7755,2.1633
12/29/23,17.52,0.06,0.343642612,17.17,-0.39,-2.22095672,17.1,17.64,17.165,38943466,672844700,37361.7375,48.366,185.1173,#N/A N/A,10.8691,39.983,5.2832,5.2564,0.5402,0.4124,2.472,1.7741,2.1612
12/28/23,17.46,-0.32,-1.799775028,17.56,0.09,0.515168861,17.42,17.84,17.565,38989961,687259300,38210.3733,49.465,340.7393,#N/A N/A,11.974,39.983,5.2832,3.9219,0.2935,0.6286,#N/A N/A,1.7734,2.1601
12/27/23,17.78,0.34,1.949541284,17.47,-0.21,-1.187782805,17.45,17.91,17.475,32918437,578099600,38014.5343,49.211,338.9929,#N/A N/A,11.9126,39.983,5.2832,3.9219,0.295,0.4434,#N/A N/A,1.7735,2.1603
12/26/23,17.44,-0.26,-1.468926554,17.68,0.27,1.550832855,17.3299,17.745,17.685,31750737,559740000,38471.492,49.803,343.0678,#N/A N/A,12.0558,39.983,5.2832,3.9219,0.2915,0.4236,#N/A N/A,1.7737,2.1606
12/22/23,17.7,0.17,0.969766115,17.41,-0.18,-1.023308698,17.325,17.7,17.415,33693787,589636200,37883.9749,49.042,337.8287,#N/A N/A,11.8717,39.983,5.2832,3.9219,0.296,0.4892,#N/A N/A,1.7693,2.1539
12/21/23,17.53,-0.34,-1.902630106,17.59,0.34,1.971014493,17.42,17.74,17.595,30493554,535991100,38275.653,49.549,341.3214,#N/A N/A,11.9945,39.983,5.2832,3.9219,0.293,0.4511,#N/A N/A,1.7674,2.1511
12/20/23,17.87,-0.11,-0.611790879,17.25,-0.7,-3.899721448,17.19,17.92,17.245,58666901,1030049000,37535.8166,48.592,334.724,#N/A N/A,11.7626,39.983,5.2832,3.9219,0.2988,0.5555,#N/A N/A,1.7697,2.1546
12/19/23,17.98,-0.23,-1.263042284,17.95,0.11,0.616591928,17.84,18.19,17.955,43530312,782749200,39059.0092,50.563,348.307,#N/A N/A,12.2399,39.983,5.2832,3.9219,0.2871,0.352,#N/A N/A,1.7687,2.153
12/18/23,18.21,-0.46,-2.463845742,17.84,-0.36,-1.978021978,17.77,18.575,17.845,60188148,1088255000,38819.6503,50.254,346.1725,#N/A N/A,12.1649,39.983,5.2832,3.9219,0.2889,0.3416,#N/A N/A,1.769,2.1536
12/15/23,18.67,0.5,2.751788663,18.2,-0.01,-0.054914882,18.04,19.15,18.165,93307116,1725545000,39603.0065,51.268,353.158,0.084,12.4104,39.983,5.2832,3.9219,0.2832,0.3181,1.61,1.7688,2.1533
12/14/23,18.17,0.52,2.946175637,18.21,0.34,1.902630106,17.72,18.58,18.215,67462755,1222143000,39624.7664,51.152,353.3521,#N/A N/A,12.4172,39.983,5.2832,3.9219,0.283,0.2682,#N/A N/A,1.7654,2.1481
12/13/23,17.65,-0.04,-0.22611645,17.87,0.37,2.114285714,17.22,17.9,17.865,52682624,925032500,38884.93,50.197,346.7546,#N/A N/A,12.1854,39.983,5.2832,3.9219,0.2884,0.3066,#N/A N/A,1.7632,2.1449
12/12/23,17.69,-0.28,-1.558152476,17.5,-0.27,-1.519414744,17.2301,17.88,17.495,46231909,810769700,38079.814,49.157,339.575,#N/A N/A,11.9331,39.983,5.2832,3.9219,0.2945,0.3891,#N/A N/A,1.7643,2.1464
12/11/23,17.97,0.79,4.598370198,17.77,0,0,17.7,18.28,17.775,50929623,916457500,38667.3311,49.916,344.8142,#N/A N/A,12.1172,39.983,5.2832,3.9219,0.29,0.2961,#N/A N/A,1.7653,2.148
12/8/23,17.18,-0.04,-0.232288037,17.77,0.55,3.193960511,17.09,17.92,17.765,57542134,1014912000,38667.3311,49.916,344.8142,#N/A N/A,12.1172,39.983,5.2832,3.9219,0.29,0.4067,#N/A N/A,1.7645,2.1467
12/7/23,17.22,-0.47,-2.656868287,17.22,0.09,0.525394046,17.08,17.48,17.235,56454997,975516500,37470.5369,48.371,334.1418,#N/A N/A,11.7422,39.983,5.2832,3.9219,0.2993,0.3987,#N/A N/A,1.764,2.146
12/6/23,17.69,-0.56,-3.068493151,17.13,-1.17,-6.393442623,17.05,17.83,17.135,96110978,1680481000,37274.6979,48.118,332.3955,#N/A N/A,11.6808,39.983,5.2832,3.9219,0.3008,0.6832,#N/A N/A,1.763,2.1446
12/5/23,18.25,-1.5,-7.594936709,18.3,-0.1,-0.543478261,17.96,18.55,18.305,54460845,994753800,39820.6055,51.404,355.0985,#N/A N/A,12.4786,39.983,5.2832,3.9219,0.2816,0.3323,#N/A N/A,1.7611,2.1417
12/4/23,19.75,-0.18,-0.903161064,18.4,-1.87,-9.225456339,18.27,19.9,18.405,104948518,1970785000,40038.2044,51.685,357.0389,#N/A N/A,12.5468,39.983,5.2832,3.9219,0.2801,0.4423,#N/A N/A,1.7611,2.1416
12/1/23,19.93,-0.01,-0.050150451,20.27,0.22,1.097256858,19.55,20.29,20.275,61493670,1230245000,44107.3045,56.938,393.3249,#N/A N/A,13.8219,39.983,5.2832,3.9219,0.2542,0.3488,#N/A N/A,1.7531,2.1297
11/30/23,19.94,-0.005,-0.02506894,20.05,0.21,1.058467742,19.68,20.23,20.055,55500991,1107487000,43628.5868,56.32,389.056,#N/A N/A,13.6719,39.983,5.2832,3.9219,0.257,0.4269,1.846,1.7571,2.1356
11/29/23,19.945,0.835,4.369440084,19.84,0.13,0.659563673,19.78,20.31,19.855,62782105,1256871000,43171.6291,55.73,384.9811,#N/A N/A,13.5287,39.983,5.2832,3.9219,0.2598,0.3556,#N/A N/A,1.7538,2.1307
11/28/23,19.11,-0.02,-0.104547831,19.71,0.63,3.301886792,19.03,19.8,19.715,54170695,1058213000,42888.7505,55.365,382.4585,#N/A N/A,13.4401,39.983,5.2832,3.9219,0.2615,0.364,#N/A N/A,1.7538,2.1308
11/27/23,19.13,-0.25,-1.28998968,19.08,-0.12,-0.625,18.62,19.5,19.075,58808177,1127367000,41517.8772,53.596,370.2338,#N/A N/A,13.0105,39.983,5.2832,3.9219,0.2701,0.3866,#N/A N/A,1.7536,2.1304
11/24/23,19.38,-0.88,-4.343534057,19.2,-0.49,-2.48857288,18.93,19.6,19.255,39800361,766097300,41778.9959,53.933,372.5623,#N/A N/A,13.0923,39.983,5.2832,3.9219,0.2684,0.5149,#N/A N/A,1.742,2.113
11/22/23,20.26,-0.85,-4.026527712,19.69,-0.11,-0.555555556,19.33,20.44,19.685,68452455,1353206000,42845.2307,55.309,382.0704,#N/A N/A,13.4264,10.074,-1.8124,3.9219,0.2617,0.4207,#N/A N/A,1.7424,2.1136
11/21/23,21.11,0.46,2.227602906,19.8,-1.54,-7.216494845,19.72,21.85,19.795,106643319,2175308000,43084.5895,55.618,384.2049,#N/A N/A,13.5014,10.074,-1.8124,3.9219,0.2603,0.5214,#N/A N/A,1.7429,2.1144
11/20/23,20.65,0.97,4.928861789,21.34,0.85,4.148365056,20.56,21.6,21.345,90575566,1925343000,46435.6131,59.944,414.0875,#N/A N/A,14.5515,10.074,-1.8124,3.9219,0.2415,0.4855,#N/A N/A,1.7417,2.1126
11/17/23,19.68,-0.12,-0.606060606,20.49,0.72,3.641881639,19.6587,20.58,20.505,69668728,1411829000,44586.0222,57.556,397.5939,#N/A N/A,13.9719,10.074,-1.8124,3.9219,0.2515,0.3341,#N/A N/A,1.7395,2.1092
11/16/23,19.8,-0.1,-0.502512563,19.77,-0.18,-0.902255639,19.29,19.875,19.765,49942759,982058000,43019.3098,55.534,383.6228,#N/A N/A,13.481,10.074,-1.8124,3.9219,0.2607,0.6296,#N/A N/A,1.7396,2.1095
11/15/23,19.9,-0.1,-0.5,19.95,0.01,0.050150451,19.611,20.37,19.955,75533454,1510675000,43410.9879,56.039,387.1156,#N/A N/A,13.6037,10.074,-1.8124,3.9219,0.2583,0.4217,1.811,1.7391,2.1086
11/14/23,20,0.41,2.092904543,19.94,0.23,1.166920345,19.5,20.1,19.945,83230466,1656036000,43389.228,56.011,386.9215,#N/A N/A,13.5969,10.074,-1.8124,3.9219,0.2585,0.3146,#N/A N/A,1.7391,2.1087
11/13/23,19.59,1.435,7.904158634,19.71,0.04,0.203355363,19.3,19.88,19.705,74877458,1469091000,42888.7505,55.365,382.4585,#N/A N/A,13.4401,10.074,-1.8124,3.9219,0.2615,0.4445,#N/A N/A,1.7439,2.1159
11/10/23,18.155,-0.505,-2.706323687,19.67,1.4,7.662835249,18.06,19.72,19.675,92955800,1790384000,42801.7109,55.253,381.6824,#N/A N/A,13.4128,10.074,-1.8124,3.9219,0.262,0.413,#N/A N/A,1.7426,2.1139
11/9/23,18.66,-0.19,-1.00795756,18.27,-0.22,-1.189832342,18.16,18.87,18.285,48454200,898435100,39755.3258,51.32,354.5163,#N/A N/A,12.4581,10.074,-1.8124,3.9219,0.2821,0.6134,#N/A N/A,1.7407,2.111
11/8/23,18.85,-0.01,-0.053022269,18.49,-0.31,-1.64893617,18.15,18.93,18.495,46063132,850177500,40234.0434,51.938,358.7853,#N/A N/A,12.6082,10.074,-1.8124,3.9219,0.2787,0.5693,#N/A N/A,1.7435,2.1153
11/7/23,18.86,-0.13,-0.684570827,18.8,0.26,1.402373247,18.53,19.17,18.805,56289102,1062944000,40908.6001,52.809,364.8006,#N/A N/A,12.8195,10.074,-1.8124,3.9219,0.2741,0.428,#N/A N/A,1.7437,2.1156
11/6/23,18.99,0.97,5.38290788,18.54,-0.35,-1.852832186,17.93,19.08,18.545,79952555,1467560000,40342.8429,52.079,359.7555,#N/A N/A,12.6423,10.074,-1.8124,3.9219,0.278,0.6026,#N/A N/A,1.7435,2.1153
11/3/23,18.02,0.54,3.089244851,18.89,0.92,5.119643851,17.76,19.0789,18.895,109302021,2048952000,41067.1208,53.062,366.547,0.084,12.8809,10.074,-1.8124,3.9219,0.2728,0.3881,#N/A N/A,1.7434,2.1151
11/2/23,17.48,2.68,18.10810811,17.97,3.05,20.44235925,17.2101,18.3,17.985,170406782,3023875000,38668.302,49.917,348.6951,0.085,12.2536,10.074,-1.8124,3.9219,0.2868,0.3521,#N/A N/A,1.7405,2.1108
11/1/23,14.8,0.22,1.508916324,14.92,0.12,0.810810811,14.48,14.96,14.935,54419071,802375600,32105.2346,46.049,289.512,#N/A N/A,10.1738,10.074,-1.8124,3.9219,0.3454,0.6747,#N/A N/A,1.7125,2.0688
10/31/23,14.58,-0.69,-4.518664047,14.8,0.11,0.748808713,14.55,15.01,14.805,40195406,595542700,31847.0156,45.679,287.1835,#N/A N/A,10.092,10.074,-1.8124,3.9219,0.3482,0.439,3.25,1.7138,2.0707
10/30/23,15.27,-0.21,-1.356589147,14.69,-0.38,-2.521566025,14.56,15.29,14.695,46886417,694506400,31610.3148,45.34,285.049,#N/A N/A,10.017,10.074,-1.8124,3.9219,0.3508,0.4927,#N/A N/A,1.7141,2.0712
10/27/23,15.48,-0.12,-0.769230769,15.07,-0.22,-1.438848921,14.96,15.6,15.065,39913561,605817200,32428.0084,46.512,292.4226,#N/A N/A,10.2761,10.074,-1.8124,3.9219,0.342,0.5128,#N/A N/A,1.7201,2.0802
10/26/23,15.6,-0.97,-5.853952927,15.29,-0.3,-1.924310455,15.05,15.91,15.285,49351804,760221400,32901.41,47.191,296.6916,#N/A N/A,10.4261,10.074,-1.8124,3.9219,0.3371,0.9287,#N/A N/A,1.7203,2.0804
10/25/23,16.57,0.19,1.15995116,15.59,-1.05,-6.310096154,15.58,16.63,15.595,46706480,745107600,33546.9576,48.117,302.5129,#N/A N/A,10.6307,10.074,-1.8124,3.9219,0.3306,0.4555,#N/A N/A,1.7208,2.0812
10/24/23,16.38,0.48,3.018867925,16.64,0.44,2.716049383,16.3,16.93,16.635,39833762,661991200,35806.3743,51.358,322.8874,#N/A N/A,11.3467,10.074,-1.8124,3.9219,0.3097,0.4188,#N/A N/A,1.7166,2.075
10/23/23,15.9,-0.95,-5.637982196,16.2,0.09,0.558659218,15.21,16.34,16.195,55967151,888573900,34859.5711,50,314.3495,#N/A N/A,11.0466,10.074,-1.8124,3.9219,0.3181,0.462,#N/A N/A,1.7159,2.0738
10/20/23,16.85,-0.59,-3.383027523,16.11,-0.95,-5.568581477,15.81,16.94,16.115,63875487,1038782000,34665.9068,49.722,312.6031,#N/A N/A,10.9853,10.074,-1.8124,3.9219,0.3199,0.5401,#N/A N/A,1.7178,2.0767
10/19/23,17.44,-0.37,-2.077484559,17.06,-0.14,-0.813953488,16.97,17.5799,17.065,46303217,797690400,36710.1409,52.654,331.0372,#N/A N/A,11.6331,10.074,-1.8124,3.9219,0.3021,0.3743,#N/A N/A,1.7137,2.0705
10/18/23,17.81,0.81,4.764705882,17.2,-0.64,-3.587443946,17.19,18.22,17.205,44208265,776501400,37011.3965,53.086,333.7538,#N/A N/A,11.7285,10.074,-1.8124,3.9219,0.2996,0.6872,#N/A N/A,1.7145,2.0718
10/17/23,17,-0.21,-1.220220802,17.84,0.48,2.764976959,16.91,18.03,17.835,54401289,963007900,38388.5647,55.062,346.1725,#N/A N/A,12.1649,10.074,-1.8124,3.9219,0.2889,0.4735,#N/A N/A,1.7135,2.0703
10/16/23,17.21,-0.85,-4.706533776,17.36,0,0,16.67,17.46,17.365,44987257,774822600,37355.6886,53.58,336.8584,#N/A N/A,11.8376,10.074,-1.8124,3.9219,0.2969,0.5172,#N/A N/A,1.7135,2.0703
10/13/23,18.06,0.14,0.78125,17.36,-0.58,-3.232998885,17.27,18.16,17.375,54881953,961656300,37355.6886,53.58,336.8584,#N/A N/A,11.8376,10.074,-1.8124,3.9219,0.2969,0.6487,2.502,1.7098,2.0647
10/12/23,17.92,0.05,0.279798545,17.94,0.02,0.111607143,17.5508,18.24,17.935,57940929,1041206000,38603.7473,55.37,348.1129,#N/A N/A,12.2331,10.074,-1.8124,3.9219,0.2873,0.7747,#N/A N/A,1.7091,2.0637
10/11/23,17.87,-0.19,-1.052048726,17.92,0.12,0.674157303,17.73,18.44,17.915,55745629,1004061000,38560.7108,55.309,347.7248,#N/A N/A,12.2195,10.074,-1.8124,3.9219,0.2876,0.5936,#N/A N/A,1.7097,2.0645
10/10/23,18.06,1.79,11.00184388,17.8,0.19,1.078932425,17.62,18.4,17.785,99971501,1798649000,38302.4917,54.938,345.3963,#N/A N/A,12.1377,10.074,-1.8124,3.9219,0.2895,0.3849,#N/A N/A,1.7097,2.0646
10/9/23,16.27,0.71,4.562982005,17.61,1,6.020469597,16.22,17.83,17.615,106161182,1836187000,37893.6449,54.352,341.7095,#N/A N/A,12.0081,10.074,-1.8124,3.9219,0.2926,0.3449,#N/A N/A,1.7097,2.0646
10/6/23,15.56,-0.03,-0.192431046,16.61,0.8,5.060088552,15.51,16.695,16.615,65946320,1076423000,35741.8195,51.265,322.3052,#N/A N/A,11.3262,10.074,-1.8124,3.9219,0.3103,0.4661,#N/A N/A,1.7056,2.0584
10/5/23,15.59,0.13,0.84087969,15.81,0.08,0.508582327,15.41,15.9,15.805,49648072,778899300,34020.3592,48.796,306.7818,#N/A N/A,10.7807,10.074,-1.8124,3.9219,0.326,0.5858,#N/A N/A,1.7031,2.0547
10/4/23,15.46,-0.15,-0.960922486,15.73,0.83,5.570469799,15.16,15.85,15.725,52786237,819319600,33848.2132,48.549,305.2295,#N/A N/A,10.7261,10.074,-1.8124,3.9219,0.3276,0.4242,#N/A N/A,1.7014,2.0521
10/3/23,15.61,-0.42,-2.620087336,14.9,-0.98,-6.171284635,14.82,15.77,14.905,51578129,781140700,32062.1981,45.988,289.1239,#N/A N/A,10.1602,10.074,-1.8124,3.9219,0.3459,1.0443,#N/A N/A,1.6987,2.048
10/2/23,16.03,-0.08,-0.496585971,15.88,-0.12,-0.75,15.77,16.44,15.895,41043913,657295200,34170.987,49.012,308.1401,#N/A N/A,10.8284,10.074,-1.8124,3.9219,0.3245,0.4956,#N/A N/A,1.6946,2.0419
9/29/23,16.11,0.97,6.406869221,16,0.23,1.458465441,15.96,16.81,15.995,78055083,1269241000,34429.206,49.383,310.4686,#N/A N/A,10.9102,10.074,-1.8124,3.9219,0.3221,0.4239,3.233,1.6954,2.0431
9/28/23,15.14,0.94,6.61971831,15.77,0.92,6.195286195,14.825,15.96,15.765,66590819,1036106000,33934.2862,48.673,#N/A N/A,#N/A N/A,11.472,10.074,-1.8124,-1.3237,-0.102,0.7234,#N/A N/A,1.6954,2.0431
9/27/23,14.2,0.25,1.792114695,14.85,0.89,6.375358166,14.16,14.96,14.855,62780567,920729000,31954.6069,45.833,#N/A N/A,#N/A N/A,10.8027,10.074,-1.8124,-1.3237,-0.1083,0.8272,#N/A N/A,1.6992,2.0488
9/26/23,13.95,-0.05,-0.357142857,13.96,-0.26,-1.828410689,13.88,14.17,13.955,37276213,522432500,30039.4823,43.086,#N/A N/A,#N/A N/A,10.1553,10.074,-1.8124,-1.3237,-0.1152,0.9196,#N/A N/A,1.699,2.0486
9/25/23,14,-0.23,-1.616303584,14.22,0.09,0.636942675,13.82,14.24,14.215,39693894,559448900,30598.9569,43.889,#N/A N/A,#N/A N/A,10.3444,10.074,-1.8124,-1.3237,-0.1131,0.5175,#N/A N/A,1.7006,2.0509
9/22/23,14.23,-0.11,-0.767085077,14.13,0.13,0.928571429,14.03,14.415,14.125,47714543,677492800,30405.2926,43.611,#N/A N/A,#N/A N/A,10.279,10.074,-1.8124,-1.3237,-0.1139,0.5856,#N/A N/A,1.7039,2.0559
9/21/23,14.34,-0.91,-5.967213115,14,-0.74,-5.020352782,13.68,14.599,13.995,73071796,1029390000,30125.5553,43.21,#N/A N/A,#N/A N/A,10.1844,10.074,-1.8124,-1.3237,-0.1149,0.7629,#N/A N/A,1.7051,2.0577
9/20/23,15.25,-0.09,-0.586701434,14.74,-0.41,-2.706270627,14.7325,15.425,14.745,37640487,567851600,31717.9061,45.494,#N/A N/A,#N/A N/A,10.7227,10.074,-1.8124,-1.3237,-0.1091,0.6522,#N/A N/A,1.7028,2.0542
9/19/23,15.34,0.16,1.054018445,15.15,-0.31,-2.005174644,14.95,15.519,15.155,37804835,572153600,32600.1545,46.759,#N/A N/A,#N/A N/A,11.021,10.074,-1.8124,-1.3237,-0.1062,0.4484,#N/A N/A,1.7022,2.0533
9/18/23,15.18,-0.59,-3.741280913,15.46,0.13,0.848010437,15.07,15.63,15.465,37404081,576808000,33267.2203,47.716,#N/A N/A,0.075,11.2465,10.074,-1.8124,-1.3237,-0.1041,0.4853,#N/A N/A,1.7019,2.0528
9/15/23,15.77,0.08,0.509878904,15.33,-0.5,-3.158559697,15.17,15.9,15.305,56271175,862836900,32987.483,47.025,#N/A N/A,#N/A N/A,11.1519,10.074,-1.8124,-1.3237,-0.1049,0.4735,3.602,1.7051,2.0577
9/14/23,15.69,0.06,0.383877159,15.83,0.23,1.474358974,15.47,16.04,15.825,38572508,608263900,34063.3957,48.558,#N/A N/A,#N/A N/A,11.5156,10.074,-1.8124,-1.3237,-0.1016,0.3591,#N/A N/A,1.7055,2.0583
9/13/23,15.63,0.17,1.099611902,15.6,0.01,0.064143682,15.42,15.8496,15.605,34354449,537098300,33568.4759,47.853,#N/A N/A,#N/A N/A,11.3483,10.074,-1.8124,-1.3237,-0.1031,0.4665,#N/A N/A,1.7042,2.0564
9/12/23,15.46,0.05,0.324464633,15.59,-0.2,-1.266624446,15.43,16.15,15.595,39497916,622188500,33546.9576,47.822,#N/A N/A,#N/A N/A,11.3411,10.074,-1.8124,-1.3237,-0.1032,0.4696,#N/A N/A,1.7042,2.0564
9/11/23,15.41,0.29,1.917989418,15.79,0.66,4.362194316,15.36,16.1,15.805,55294677,872529200,33977.3227,48.436,#N/A N/A,#N/A N/A,11.4865,10.074,-1.8124,-1.3237,-0.1019,0.3329,#N/A N/A,1.7042,2.0563
9/8/23,15.12,0.24,1.612903226,15.13,-0.08,-0.525969757,15.085,15.61,15.135,34047562,520832700,32557.118,46.411,#N/A N/A,#N/A N/A,11.0064,10.074,-1.8124,-1.3237,-0.1063,0.4988,#N/A N/A,1.6993,2.049
9/7/23,14.88,-0.29,-1.911667765,15.21,-0.09,-0.588235294,14.29,15.24,15.205,51798780,768079600,32729.264,46.656,#N/A N/A,#N/A N/A,11.0646,10.074,-1.8124,-1.3237,-0.1058,0.7109,#N/A N/A,1.6999,2.0498
9/6/23,15.17,0.09,0.596816976,15.3,0.09,0.591715976,15.08,15.62,15.305,38738076,591977000,32922.9283,46.933,#N/A N/A,#N/A N/A,11.1301,10.074,-1.8124,-1.3237,-0.1052,0.5762,#N/A N/A,1.6999,2.0499
9/5/23,15.08,-0.08,-0.527704485,15.21,0.03,0.197628458,14.9,15.42,15.215,33818426,513405400,32729.264,46.656,#N/A N/A,#N/A N/A,11.0646,10.074,-1.8124,-1.3237,-0.1058,0.4193,#N/A N/A,1.7012,2.0518
9/1/23,15.16,-0.44,-2.820512821,15.18,0.2,1.335113485,14.83,15.365,15.175,45258903,683503400,32664.7092,46.564,#N/A N/A,#N/A N/A,11.0428,10.074,-1.8124,-1.3237,-0.106,0.4544,#N/A N/A,1.7014,2.0521
8/31/23,15.6,0.14,0.905562743,14.98,-1.35,-8.266993264,14.65,15.85,14.985,101517203,1527899000,32234.3442,45.951,#N/A N/A,#N/A N/A,10.8973,10.074,-1.8124,-1.3237,-0.1074,0.4639,2.489,1.7012,2.0519
8/30/23,15.46,0.86,5.890410959,16.33,0.93,6.038961039,15.33,16.35,16.335,65674056,1050798000,35139.3084,50.092,#N/A N/A,#N/A N/A,11.8794,10.074,-1.8124,-1.3237,-0.0985,0.4119,#N/A N/A,1.6998,2.0497
8/29/23,14.6,-0.09,-0.612661675,15.4,0.76,5.191256831,14.5,15.63,15.405,47213155,721634800,33138.1108,47.239,#N/A N/A,#N/A N/A,11.2028,10.074,-1.8124,-1.3237,-0.1045,0.2786,#N/A N/A,1.6981,2.0471
8/28/23,14.69,0.55,3.889674682,14.64,0.11,0.75705437,14.5,14.88,14.635,35964677,527977700,31502.7235,44.908,#N/A N/A,#N/A N/A,10.65,10.074,-1.8124,-1.3237,-0.1099,0.2061,#N/A N/A,1.6952,2.0429
8/25/23,14.14,-1.56,-9.936305732,14.53,0.39,2.758132956,14.01,14.6499,14.525,55668905,799800100,31266.0227,44.571,#N/A N/A,#N/A N/A,10.5699,10.074,-1.8124,-1.3237,-0.1107,0.7046,#N/A N/A,1.6948,2.0422
8/24/23,15.7,1.2,8.275862069,14.14,-1.16,-7.581699346,13.875,15.71,14.145,93586208,1352126000,30426.8108,43.374,#N/A N/A,#N/A N/A,10.2862,4.115,-10.0432,-1.3237,-0.1138,0.4986,#N/A N/A,1.6933,2.04
8/23/23,14.5,-0.26,-1.761517615,15.3,0.63,4.294478528,14.42,15.47,15.305,53523342,812814000,32922.9283,46.933,#N/A N/A,#N/A N/A,11.1301,4.115,-10.0432,-1.3237,-0.1052,0.3995,#N/A N/A,1.6877,2.0316
8/22/23,14.76,0.34,2.357836338,14.67,0.17,1.172413793,14.63,15.13,14.675,52106867,773158500,31567.2783,45,#N/A N/A,#N/A N/A,10.6718,4.115,-10.0432,-1.3237,-0.1097,0.2791,#N/A N/A,1.6857,2.0286
8/21/23,14.42,0.54,3.890489914,14.5,0.1,0.694444444,14.34,14.78,14.505,43206161,627702900,31201.468,44.479,#N/A N/A,#N/A N/A,10.5481,4.115,-10.0432,-1.3237,-0.111,0.2395,#N/A N/A,1.6862,2.0293
8/18/23,13.88,-1.51,-9.811565952,14.4,0.25,1.766784452,13.68,14.6,14.405,70215160,1000699000,30986.2854,44.172,#N/A N/A,#N/A N/A,10.4754,4.115,-10.0432,-1.3237,-0.1117,0.6989,#N/A N/A,1.6857,2.0286
8/17/23,15.39,0.18,1.183431953,14.15,-1.3,-8.414239482,14.035,15.4373,14.145,91086683,1319205000,30448.3291,43.405,#N/A N/A,#N/A N/A,10.2935,4.115,-10.0432,-1.3237,-0.1137,0.5963,#N/A N/A,1.6786,2.0179
8/16/23,15.21,-0.4,-2.562459962,15.45,0.08,0.52049447,15.12,15.725,15.455,40394555,624261100,33245.7021,47.393,#N/A N/A,#N/A N/A,11.2392,4.115,-10.0432,-1.3237,-0.1041,0.3623,#N/A N/A,1.6744,2.0116
8/15/23,15.61,0.41,2.697368421,15.37,-0.35,-2.226463104,15.29,15.87,15.365,44000374,682372600,33073.5561,47.147,#N/A N/A,#N/A N/A,11.181,4.115,-10.0432,-1.3237,-0.1047,0.3418,1.572,1.6757,2.0136
8/14/23,15.2,0.15,0.996677741,15.72,0.31,2.011680727,14.95,15.74,15.725,47511417,736557200,33826.6949,48.221,#N/A N/A,#N/A N/A,11.4356,4.115,-10.0432,-1.3237,-0.1023,0.2533,#N/A N/A,1.6759,2.0138
8/11/23,15.05,-0.39,-2.525906736,15.41,0,0,14.91,15.58,15.415,56616788,867507800,33159.6291,47.27,#N/A N/A,#N/A N/A,11.2101,4.115,-10.0432,-1.3237,-0.1044,0.6434,#N/A N/A,1.6776,2.0165
8/10/23,15.44,-1.32,-7.875894988,15.41,0.16,1.049180328,15.25,15.87,15.405,73129139,1133629000,33159.6291,47.27,#N/A N/A,0.075,11.2101,4.115,-10.0432,-1.3237,-0.1044,0.6129,#N/A N/A,1.677,2.0156
